brand,model,sensor_id,iso_manufacturer,iso_measured,gray_level_255,gray_pct,snr_db
Canon,EOS 5D Mark III,795,50,80.0,0.12922177882309,0.050675207381603915,0
Canon,EOS 5D Mark III,795,50,80.0,0.1360966059466,0.05337121801827451,0.44377381650543
Canon,EOS 5D Mark III,795,50,80.0,0.15476997478246,0.06069410775782745,1.5430679273266
Canon,EOS 5D Mark III,795,50,80.0,0.18739916513775,0.07348986868147059,3.1742791963611
Canon,EOS 5D Mark III,795,50,80.0,0.26002512955955,0.10197063904296078,5.9522754752376
Canon,EOS 5D Mark III,795,50,80.0,0.42430989990666,0.16639603917908236,10.05772300956
Canon,EOS 5D Mark III,795,50,80.0,0.80872952183787,0.3171488320932823,15.331761210601
Canon,EOS 5D Mark III,795,50,80.0,1.4321648705197,0.5616332825567452,19.808725365757
Canon,EOS 5D Mark III,795,50,80.0,2.8492976321744,1.1173716204605488,24.838221928593
Canon,EOS 5D Mark III,795,50,80.0,5.5634958902977,2.1817630942343924,29.247281850698
Canon,EOS 5D Mark III,795,50,80.0,10.205857261575,4.002296965323529,32.794152442543
Canon,EOS 5D Mark III,795,50,80.0,11.209111944929,4.395730174481962,33.304901216811
Canon,EOS 5D Mark III,795,50,80.0,12.212366628283,4.789163383640392,33.763418275499
Canon,EOS 5D Mark III,795,50,80.0,13.215621311637,5.182596592798823,34.178710300472
Canon,EOS 5D Mark III,795,50,80.0,14.218875994991,5.576029801957255,34.557691061403
Canon,EOS 5D Mark III,795,50,80.0,15.222130678346,5.969463011116078,34.905775112404
Canon,EOS 5D Mark III,795,50,80.0,16.2253853617,6.36289622027451,35.227276558858
Canon,EOS 5D Mark III,795,50,80.0,17.228640045054,6.756329429432942,35.525684572472
Canon,EOS 5D Mark III,795,50,80.0,18.231894728408,7.149762638591373,35.803858463883
Canon,EOS 5D Mark III,795,50,80.0,19.235149411762,7.543195847749804,36.064168787242
Canon,EOS 5D Mark III,795,50,80.0,20.238404095117,7.936629056908629,36.308601353365
Canon,EOS 5D Mark III,795,50,80.0,21.241658778471,8.330062266067058,36.538835200204
Canon,EOS 5D Mark III,795,50,80.0,22.244913461825,8.72349547522549,36.756301926921
Canon,EOS 5D Mark III,795,50,80.0,23.248168145179,9.116928684383922,36.962231461917
Canon,EOS 5D Mark III,795,50,80.0,24.251422828533,9.510361893542353,37.157687802404
Canon,EOS 5D Mark III,795,50,80.0,25.254677511888,9.903795102701176,37.343597236294
Canon,EOS 5D Mark III,795,50,80.0,26.257932195242,10.297228311859607,37.520770856328
Canon,EOS 5D Mark III,795,50,80.0,27.261186878596,10.69066152101804,37.689922689819
Canon,EOS 5D Mark III,795,50,80.0,28.26444156195,11.08409473017647,37.851684424282
Canon,EOS 5D Mark III,795,50,80.0,29.267696245305,11.477527939335294,38.006617463808
Canon,EOS 5D Mark III,795,50,80.0,30.270950928659,11.870961148493727,38.15522287322
Canon,EOS 5D Mark III,795,50,80.0,31.274205612013,12.264394357652156,38.297949636537
Canon,EOS 5D Mark III,795,50,80.0,32.277460295367,12.657827566810589,38.435201559516
Canon,EOS 5D Mark III,795,50,80.0,33.280714978721,13.05126077596902,38.567343073469
Canon,EOS 5D Mark III,795,50,80.0,34.283969662076,13.444693985127842,38.694704142615
Canon,EOS 5D Mark III,795,50,80.0,35.28722434543,13.838127194286272,38.817584435266
Canon,EOS 5D Mark III,795,50,80.0,36.290479028784,14.231560403444703,38.936256886819
Canon,EOS 5D Mark III,795,50,80.0,37.293733712138,14.624993612603138,39.050970757395
Canon,EOS 5D Mark III,795,50,80.0,38.296988395492,15.018426821761569,39.161954267334
Canon,EOS 5D Mark III,795,50,80.0,39.300243078847,15.41186003092039,39.269416878251
Canon,EOS 5D Mark III,795,50,80.0,40.303497762201,15.805293240078822,39.373551275074
Canon,EOS 5D Mark III,795,50,80.0,41.306752445555,16.198726449237256,39.474535094664
