#Format: JPTC-DARK/1
#Tool: jptc-collect 0.1.0
#Decoder: LibRaw 0.22.2-Release
#Generated: 2026-08-20T12:17:14.430Z
#
# Every value below is as measured. No correction of any kind has been
# applied: not Sheppard, not the /sqrt(2) on a difference, nothing that can
# be recomputed from these numbers. The one irreversible step is the sigma
# clip, whose inputs are all recorded here.
#
#Camera: Panasonic DC-S1RM2
#ImageWidth: 8144
#ImageHeight: 5424
#ImagePixels: 44173056
#Firmware: 
#Lens: 1840mf
#ShutterType: 电子快门
#Compression: 14bit
#LongExposureNR: off (declared)
#Stabilisation: off (declared)
#
#AdcStep: 1
#LinearisationCurve: identity
#CfaPattern: RGBG
#CfaOrder: C00,C01,C10,C11 by position in the 2x2 cell, not by colour name
#RawSize: 8152x5432
#CropMosaic: 5900x3900
#PlanePerChannel: 2950x1950
#
#ClipSigma: 3.5
#ClipVarianceFactor: 0.9938883771107201
# StdDiff columns are the standard deviation of A-B itself. Not halved, not
# divided by sqrt(2). StdDiffClipped is the same after the sigma clip; the
# unclipped value is kept beside it so the clip can be judged.
#
# ShutterSec is what LibRaw resolved the shutter to, and which EXIF field it
# took depends on the camera: ExposureTime normally, ShutterSpeedValue when
# that is missing, and for some vendors a maker-note field instead. It is also
# a float, so a stored 10/2500 comes back as 0.004000000189989805 -- that tail
# is float32 rounding, not information from the camera.
# ExposureTimeExif (0x829A) and ShutterApexExif (0x9201, APEX, t = 2^-v) are
# therefore recorded verbatim as the fractions the file holds, empty when the
# camera wrote no such field. Which of them to trust is an analysis decision.
ISO,ShutterSec,ExposureTimeExif,ShutterApexExif,Channel,ColorIndex,N,FileA,FileB,BlackA,BlackB,StdA,StdB,StdAMasked,StdDiff,StdDiffClipped,DiffMean,Rejected,WithinRowVarSingle,WithinColVarSingle,WithinRowVarDiff,WithinColVarDiff
80,0.004999999888241291,10/2000,,C00,0,5752500,P1030079.RW2,P1030080.RW2,511.4633548891786,511.469028422425,2.3214039706248575,2.323947038058215,2.295606616556105,3.2676380211659213,3.216920244602434,-0.005673533246414602,7673,5.35585689835666,5.368666332987904,10.614266785760037,10.671798912044931
80,0.004999999888241291,10/2000,,C01,1,5752500,P1030079.RW2,P1030080.RW2,511.92509587136027,512.0678996957845,2.2751143563178733,2.2787488293153184,2.2472566951391157,3.2052206145934923,3.152094087160403,-0.1428038244241634,8880,5.147045182124196,5.159345039458875,10.199231122150255,10.268278828781241
80,0.004999999888241291,10/2000,,C10,3,5752500,P1030079.RW2,P1030080.RW2,512.0525114298131,512.0550682312038,2.2768956866958816,2.2788595040944455,2.253426464322924,3.201148985441448,3.155520997923301,-0.0025568013906996957,6666,5.142480957579242,5.167758752114445,10.190872675726844,10.242175096580103
80,0.004999999888241291,10/2000,,C11,2,5752500,P1030079.RW2,P1030080.RW2,511.54401390699695,511.54645736636246,2.0893368268898107,2.0899244987883643,2.0658298868115255,2.9360319736471543,2.8905016539438293,-0.002443459365493264,7838,4.327159201585161,4.35013382631855,8.569031175185437,8.615809481630082
100,0.004999999888241291,10/2000,,C00,0,5752500,P1030081.RW2,P1030082.RW2,511.4925126466754,511.4941595827901,2.752874933298748,2.753081363588761,2.7164007933891954,3.8718096456885807,3.8024560975116892,-0.001646936114732725,8818,7.530839517969323,7.552490315336689,14.906894834758635,14.983143872251713
100,0.004999999888241291,10/2000,,C01,1,5752500,P1030081.RW2,P1030082.RW2,511.9807610604085,511.8513119513255,2.6987028954659142,2.702924398689264,2.664105870398976,3.803743013726202,3.7358061421911244,0.12944910908300739,9486,7.238252185711438,7.271715395268498,14.372270737291837,14.461244649483524
100,0.004999999888241291,10/2000,,C10,3,5752500,P1030081.RW2,P1030082.RW2,511.96553707083876,511.9716558018253,2.697686264447681,2.7003489004657086,2.665210762212925,3.7995039606125958,3.736469862150485,-0.006118730986527597,7630,7.232466950758326,7.266100414936663,14.360030293092901,14.429255687181689
100,0.004999999888241291,10/2000,,C11,2,5752500,P1030081.RW2,P1030082.RW2,511.5746327683616,511.5783155149935,2.473339157721321,2.4763793372175207,2.43343982237549,3.482263324772048,3.4010789721476966,-0.0036827466318991742,13996,6.074730942036997,6.0977793286753865,12.059064734360154,12.119905371354717
125,0.004999999888241291,10/2000,,C00,0,5752500,P1030083.RW2,P1030084.RW2,511.46533020425903,511.5234515428075,3.2931574159817685,3.296141216042019,3.2426836199884144,4.636122892042384,4.534184201520643,-0.05812133854845719,11663,10.785030839649664,10.80758455324888,21.38264721743676,21.4829986914942
125,0.004999999888241291,10/2000,,C01,1,5752500,P1030083.RW2,P1030084.RW2,512.1240126901347,511.99428092133854,3.2295285493548267,3.2336574514606338,3.182627692569903,4.5466312143638135,4.455462096883745,0.12973176879617557,10070,10.373959861637172,10.413280135414885,20.549874166191604,20.661121446327687
125,0.004999999888241291,10/2000,,C10,3,5752500,P1030083.RW2,P1030084.RW2,512.1052314645806,512.1098943068231,3.230529432970262,3.2296957600352685,3.1824817630341076,4.546545576549615,4.454146407659632,-0.004662842242503259,10262,10.380161161941343,10.420343536879153,20.56506177947688,20.66074235719138
125,0.004999999888241291,10/2000,,C11,2,5752500,P1030083.RW2,P1030084.RW2,511.68517566275534,511.59105849630595,2.9651480543527624,2.956953105814139,2.920335118892901,4.168022770929006,4.0811941431935885,0.09411716644936984,10388,8.726120208722813,8.777499445725928,17.267913303604224,17.36281603253884
160,0.004999999888241291,10/2000,,C00,0,5752500,P1030085.RW2,P1030086.RW2,511.6416142546719,511.63902598870055,3.9460651160868947,3.948430435870511,3.884783310915111,5.550510150684702,5.436181569476828,0.002588265971316819,9171,15.494198769054021,15.548006650932148,30.668234556530365,30.792921236118033
160,0.004999999888241291,10/2000,,C01,1,5752500,P1030085.RW2,P1030086.RW2,512.0880192959582,512.1361215123859,3.8716229476561956,3.876100801327931,3.8088844638076744,5.451462752785225,5.331089798689382,-0.048102216427640156,10865,14.906770628481361,14.970015728367803,29.573424261286466,29.702521568905365
160,0.004999999888241291,10/2000,,C10,3,5752500,P1030085.RW2,P1030086.RW2,512.0421981747066,512.0876008691873,3.872949516596262,3.8724722743018534,3.8106426018981607,5.445647208739397,5.3269322734033695,-0.04540269448066058,10693,14.917932953483712,14.978844852293896,29.5057637641409,29.640776340721384
160,0.004999999888241291,10/2000,,C11,2,5752500,P1030085.RW2,P1030086.RW2,511.752454932638,511.74812186006085,3.5273030922821516,3.533105859919257,3.4623298526172377,4.966466195238524,4.836532389206023,0.004333072577140374,14495,12.380911355033552,12.424523599237792,24.550132032793442,24.65250447934567
200,0.004999999888241291,10/2000,,C00,0,5752500,P1030087.RW2,P1030088.RW2,511.5880700564972,511.75532238157325,4.739405140465927,4.742248824024128,4.650510849210316,6.666369999485412,6.500623229740073,-0.1672523250760539,12020,22.352057093938594,22.427205823555006,44.20245379067319,44.4184005255241
200,0.004999999888241291,10/2000,,C01,1,5752500,P1030087.RW2,P1030088.RW2,512.0890405910474,512.105453628857,4.6588114787349575,4.661295100033521,4.575688178102061,6.555638427243043,6.402350423742557,-0.01641303780964798,10511,21.588424632709447,21.68048037299277,42.77226840598405,42.954375162281636
200,0.004999999888241291,10/2000,,C10,3,5752500,P1030087.RW2,P1030088.RW2,512.1848691873099,512.2037641025642,4.653978828353816,4.658220903890956,4.574594774306994,6.545719982012379,6.395815676627825,-0.01889491525423729,10429,21.553069789612497,21.633950545292443,42.63403510921548,42.82445013891393
200,0.004999999888241291,10/2000,,C11,2,5752500,P1030087.RW2,P1030088.RW2,511.70631134289437,511.7121646240765,4.237624227136929,4.247217807460769,4.1586996104645015,5.9649941814231635,5.813423618030647,-0.005853281182094741,12156,17.859425604843878,17.92868905265273,35.360539514345255,35.561920463477406
