#Format: JPTC/2
#Tool: jptc-collect 0.1.7
#Decoder: LibRaw 0.22.2-Release
#Generated: 2026-08-21T16:07:04.889Z
#
# Unless a column and its metadata explicitly identify a correction, every
# value below is as measured. No black level has been subtracted. The black
# level belongs to the dark set, which is why that one is shot first.
#
#Camera: Panasonic DC-S5M2
#ImageWidth: 6000
#ImageHeight: 4000
#ImagePixels: 24000000
#Firmware: 12
#Lens: none-bodycap
#ShutterType: 机械快门
#Compression: 无损
#LongExposureNR: off (declared)
#Stabilisation: off (declared)
#
#AdcStep: 1
#LinearisationCurve: identity
#CfaPattern: RGBG
#CfaOrder: C00,C01,C10,C11 by position in the 2x2 cell, not by colour name
#RawSize: 6008x4008
#SensorBlackTag: 512
#SensorMaximum: 16319
#Pairing: Differential
#CropMosaic: 512x512
#PlanePerChannel: 256x256
#ISO: 100
#ClipSigma: 3.5
#ClipVarianceFactor: 0.9938883771107201
#LowFrequencyCorrection: enabled
#LowFrequencyMethod: shared-pair-mean-robust-polynomial
#LowFrequencyDegree: 3
#LowFrequencyTileGrid: 8x8
#LowFrequencyMinimumTiles: 32
#ChannelOrder: R,G1,G2,B by colour. G1 shares its row with red.
#ChannelMapping: colour
# Levels are raw. No black level has been subtracted, and none is quoted:
# the black level is a measurement of its own and lives in the dark set,
# which travels in the same submission. Joining the two is an analysis
# step, and doing it here would make one entry depend on another having
# been processed first -- a rule the person shooting should not have to know.
# StdDiff is the standard deviation of A-B. Not halved, not corrected.
# StdDiffClipped is the same after the sigma clip; the unclipped value is
# kept beside it so the clip can be judged rather than trusted.
# When low-frequency correction is enabled, Std, StdB and StdMasked use a
# shared robust surface estimated from (A+B)/2. The same zero-mean surface
# is subtracted from A and B. Means and all A-B columns are never corrected.
# StdRaw, StdBRaw and StdMaskedRaw preserve the original spatial statistics.
# LowFreqApplied and LowFreqReason state the decision for every channel.
#
# ShutterSec uses the standard ExposureTime in seconds when present, then
# ShutterSpeedValue converted from APEX, then LibRaw as a fallback. For
# example, Leica may store both 1/80 and an APEX value that converts to
# 1/80.56. These are camera records, not a measurement of shutter travel.
# ExposureTimeExif (0x829A) and ShutterApexExif (0x9201, APEX, t = 2^-v) are
# therefore recorded verbatim as the fractions the file holds, empty when the
# camera wrote no such field, so the selected value remains auditable.
# The two frames of a pair are grouped on an identical ShutterSec, so the
# fractions below are the ones frame A holds.
ISO,ShutterSec,ExposureTimeExif,ShutterApexExif,Aperture,Filename,FileB,N,R_Mean,G1_Mean,G2_Mean,B_Mean,R_Std,G1_Std,G2_Std,B_Std,R_MeanB,G1_MeanB,G2_MeanB,B_MeanB,R_StdB,G1_StdB,G2_StdB,B_StdB,R_StdMasked,G1_StdMasked,G2_StdMasked,B_StdMasked,R_StdRaw,G1_StdRaw,G2_StdRaw,B_StdRaw,R_StdBRaw,G1_StdBRaw,G2_StdBRaw,B_StdBRaw,R_StdMaskedRaw,G1_StdMaskedRaw,G2_StdMaskedRaw,B_StdMaskedRaw,R_StdDiff,G1_StdDiff,G2_StdDiff,B_StdDiff,R_StdDiffClipped,G1_StdDiffClipped,G2_StdDiffClipped,B_StdDiffClipped,R_DiffOffset,G1_DiffOffset,G2_DiffOffset,B_DiffOffset,R_Rejected,G1_Rejected,G2_Rejected,B_Rejected,R_ClipFrac,G1_ClipFrac,G2_ClipFrac,B_ClipFrac,R_LowFreqApplied,G1_LowFreqApplied,G2_LowFreqApplied,B_LowFreqApplied,R_LowFreqRms,G1_LowFreqRms,G2_LowFreqRms,B_LowFreqRms,R_LowFreqPeakToPeak,G1_LowFreqPeakToPeak,G2_LowFreqPeakToPeak,B_LowFreqPeakToPeak,R_LowFreqTiles,G1_LowFreqTiles,G2_LowFreqTiles,B_LowFreqTiles,R_LowFreqTileResidualRms,G1_LowFreqTileResidualRms,G2_LowFreqTileResidualRms,B_LowFreqTileResidualRms,R_LowFreqReason,G1_LowFreqReason,G2_LowFreqReason,B_LowFreqReason
100,3.2,32/10,,0,P2642149.RW2,P2642150.RW2,65536,16383,16383,16383,16383,0,0,0,0,16383,16383,16383,16383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,insufficient-tiles,insufficient-tiles,insufficient-tiles,insufficient-tiles
100,0.769231,10/13,,0,P2642151.RW2,P2642152.RW2,65536,5256.462478637695,9273.72607421875,9265.765335083008,6159.317810058594,30.48346573922869,45.08217269792357,47.92275222945338,33.409205748188896,5256.949920654297,9274.35366821289,9266.390396118164,6160.0528564453125,30.61013460038763,45.201984944550325,48.11018457210169,33.62724085447707,30.45122030578452,45.037262970651796,47.871270918386315,33.3374509141358,32.98410337620992,50.40529661326141,52.840840191402584,35.9695128428711,33.11540532791012,50.564603286210684,53.04297871385901,36.12870081933068,32.956303087653644,50.36679896904346,52.79275038270942,35.90171120543332,40.41184592400765,55.25234329718901,55.149052073475616,42.623481809631855,40.325972852813095,55.07295121853864,54.97255941257347,42.44541041533859,-0.4874420166015625,-0.627593994140625,-0.62506103515625,-0.73504638671875,22,32,33,41,0,0,0,0,1,1,1,1,12.527292205182206,22.61661679022842,22.233834706864332,13.137887935513698,52.2006272312301,90.59897304642436,95.01765237243671,51.11929914933444,64,64,64,64,2.196363454074237,4.269530742847438,4.516279552474817,2.5912487532099218,applied,applied,applied,applied
100,0.5,10/20,,0,P2642153.RW2,P2642154.RW2,65536,3508.0410766601562,6042.48291015625,6037.846450805664,4078.346954345703,23.852618723966238,34.213562735167244,35.77510329208637,25.53385084616917,3507.756561279297,6042.126068115234,6036.997451782227,4078.1582794189453,23.791132128934887,34.14266627836465,35.68232783226018,25.53964638880531,23.829347703241638,34.17757775636838,35.71570891131044,25.488323903443106,25.09683737502559,37.0555514220695,38.448060129968006,26.852042674707736,25.080206785238648,36.9607076570573,38.353471725343326,26.779843897600784,25.073899033373333,37.0191981498501,38.391142860700235,26.810657274388358,32.18729163784184,43.61397888901154,43.53877359900563,33.496081227671134,32.1107953960775,43.473721451862005,43.36941326041526,33.361432981270056,0.284515380859375,0.356842041015625,0.8489990234375,0.1886749267578125,24,32,40,39,0,0,0,0,1,1,1,1,7.823612883483762,14.1518206950953,13.85085650618325,8.097095113676955,32.24852560630461,56.80664764490848,59.5538356637353,32.80584970031941,64,64,64,64,1.5379727869981963,2.735963596705692,2.646360423606118,1.53921892705807,applied,applied,applied,applied
100,0.25,10/40,,0,P2642155.RW2,P2642156.RW2,65536,2010.2937774658203,3277.8600158691406,3275.4010314941406,2296.634796142578,16.506650024606607,23.222717984752975,23.789916825059656,17.53458892511049,2010.4093627929688,3278.272003173828,3275.632553100586,2296.7060546875,16.48506780235935,23.11680161164228,23.78725582897727,17.498459500451194,16.478442525405338,23.181088317919468,23.75700948571869,17.499463575625683,16.964433464870655,24.268702503333696,24.756601082798785,17.991476331362268,16.93982258771551,24.176225191722256,24.75777535381538,17.959836441189488,16.936217799387222,24.228954758178315,24.72468843706565,17.958590922777958,22.793510994406752,30.974440776651857,31.113114295647694,23.72528271251224,22.70679112052362,30.845296803693515,31.019930927952892,23.638959793507393,-0.1155853271484375,-0.4119873046875,-0.2315216064453125,-0.071258544921875,39,43,30,34,0,0,0,0,1,1,1,1,3.876925655021813,6.991835480231603,6.842316714596695,4.075116034208529,16.49136341463054,27.65147781669839,28.87244797481935,15.809460460716764,64,64,64,64,0.8894146580806557,1.3129381205281752,1.4165665194254435,0.9157450223450878,applied,applied,applied,applied
100,0.125,10/80,,0,P2642157.RW2,P2642158.RW2,65536,1261.0516662597656,1895.1353302001953,1893.9037322998047,1404.4163970947266,11.688166745513776,16.02608782537508,16.28995668716323,12.190381529611935,1261.6290435791016,1895.9588470458984,1894.866455078125,1405.0833892822266,11.61741086056971,15.989649288230108,16.225827480537216,12.293623428673092,11.674795479866967,16.004900764630538,16.26428793171455,12.160623862368483,11.85841491916999,16.408226251106825,16.664888123799855,12.350363185432334,11.779063167896425,16.37074283230612,16.5744622225931,12.448671622121765,11.844724072034882,16.38720846615075,16.63919569231852,12.321122002067334,16.26750871443349,21.95007367359453,22.005293526501124,16.939311308465186,16.22832679103932,21.889832528378886,21.922850369633544,16.860487549511358,-0.5773773193359375,-0.823516845703125,-0.9627227783203125,-0.6669921875,25,27,39,48,0,0,0,0,1,1,1,1,1.9419580845511644,3.4826198985882124,3.315232707363972,1.9230237775015444,7.927676346148928,14.950880518604663,13.511860209806855,8.374096699621077,64,64,64,64,0.5781234180040373,0.8451698874210664,0.8321155391766301,0.574624688394967,applied,applied,applied,applied
100,0.0666667,10/150,,0,P2642159.RW2,P2642160.RW2,65536,886.8278656005859,1204.1221923828125,1203.4485168457031,958.8056182861328,8.223666153169013,11.207498622733342,11.339112148802093,8.6493978622205,886.8520050048828,1203.9961242675781,1203.4599304199219,958.8214111328125,8.239448746313869,11.245430928764979,11.337915729872092,8.639547269852347,8.214550114431377,11.189060735815572,11.324325588659137,8.630767463292527,8.275179849320354,11.346255844176985,11.459296871618259,8.704275528255181,8.297414246925248,11.379006485403117,11.465698993557478,8.693885162235382,8.26628359029342,11.327757309525673,11.444577451214863,8.68550885746402,11.613906452779261,15.619054718561326,15.69180625162594,12.062415345051704,11.581749372989806,15.570393250935274,15.641848893274242,12.014087702742051,-0.024139404296875,0.126068115234375,-0.01141357421875,-0.0157928466796875,28,32,32,39,0,0,0,0,1,1,1,1,0.9313843485977232,1.7445642614279127,1.6727549057263107,1.0095526276924862,4.705877090859758,7.285088183708467,7.132517556308585,4.327898614881633,64,64,64,64,0.2937156088878963,0.42120325081434806,0.5133859880189022,0.29602720142521544,applied,applied,applied,applied
100,0.0333333,10/300,,0,P2642161.RW2,P2642162.RW2,65536,699.6297149658203,858.4128570556641,858.0783538818359,735.7353210449219,5.8884872481368715,7.927694403946794,7.950203930237047,6.09792899340703,699.670654296875,858.5460052490234,858.2271270751953,735.8063507080078,5.868940181337811,7.95070040296075,7.96508688631514,6.13034627691762,5.877106270470765,7.911648264702836,7.939138717079681,6.081223959337047,5.90915082938672,7.981454362636182,7.9940206662217115,6.117477222112166,5.885973543559776,8.000365535029033,8.010314375380753,6.145475039386645,5.897802147289191,7.965259615859994,7.983192624296735,6.10083943676978,8.297263045175859,11.127460315173563,11.10750882469171,8.588412864836162,8.261892487917992,11.076474113488462,11.070281955060498,8.535424610532507,-0.0409393310546875,-0.133148193359375,-0.148773193359375,-0.0710296630859375,44,45,33,64,0,0,0,0,1,1,1,1,0.4870925100124807,0.9313327770350152,0.8510793656861894,0.48333506434159973,2.0216994421817844,3.4629180553141623,3.8751898285017887,1.9185764228000153,64,64,64,64,0.21083024939077305,0.3200483606496973,0.2967651238598117,0.2530197552800012,applied,applied,applied,applied
100,0.025,10/400,,0,P2642163.RW2,P2642164.RW2,65536,660.7664337158203,786.9573974609375,786.7249755859375,689.4962921142578,5.2292117221144085,7.062668057172374,7.058811685683641,5.492741110871147,660.5480651855469,786.4993896484375,786.2626342773438,689.1669006347656,5.237391460008576,7.070337101183856,7.0652818433138735,5.4696018280961365,5.220314527834422,7.053652316937558,7.045179891411831,5.48056223553757,5.2433215481577,7.094829073599701,7.091763528252808,5.508581843788232,5.247782115406266,7.10349004707897,7.096448905814569,5.48352984656725,5.234431387758836,7.0855593338318545,7.078285800326684,5.496376942202024,7.371519416754578,9.9287877450018,9.859618186150936,7.6929144493412505,7.348615038992046,9.901272920722837,9.821193367405396,7.657895713987274,0.2183685302734375,0.4580078125,0.46234130859375,0.3293914794921875,32,26,40,46,0,0,0,0,1,1,1,1,0.3953094708168937,0.674138473669213,0.6417259073273821,0.404795805072278,2.012280293493177,2.5445837292988926,2.604393006737155,1.6155412479510005,64,64,64,64,0.1972343712125691,0.26108676281497667,0.31439904460133483,0.22836056489286372,applied,applied,applied,applied
100,0.0166667,10/600,,0,P2642165.RW2,P2642166.RW2,65536,605.7975158691406,685.5840759277344,685.4319763183594,623.9567108154297,4.25020991077474,5.643208182676506,5.670735475441378,4.415337128910087,605.7581329345703,685.5079040527344,685.4093322753906,623.9023895263672,4.250031366854757,5.6658419742662645,5.695322989931694,4.431360272754209,4.242126705091786,5.629351168359483,5.662722061366646,4.404578707686236,4.256377252958314,5.659419932848312,5.6874558634714365,4.421346549571955,4.254609723688647,5.6856837232061075,5.710809070194461,4.438115952714379,4.248229260398931,5.6454722959787444,5.679436249672191,4.410572876780446,5.98392260240022,7.957219241897896,7.980743204277772,6.238078877332266,5.958522491932986,7.920936615203287,7.958517599255634,6.207832241756911,0.0393829345703125,0.076171875,0.02264404296875,0.0543212890625,43,47,28,46,0,0,0,0,1,1,1,1,0.28080158690630835,0.43796706489972004,0.3968457480935132,0.2327748624830869,1.1684999391238762,1.9780651500470867,1.7606773913324787,1.214793084876419,64,64,64,64,0.18155819024807396,0.18347683955027638,0.22633786312962476,0.22791097762202495,applied,applied,applied,applied
100,0.01,10/1000,,0,P2642167.RW2,P2642168.RW2,65536,570.6121215820312,621.00390625,620.9041290283203,582.0730743408203,3.465299333226856,4.523465329947948,4.562405597766643,3.5780457295109467,570.6003723144531,620.9271697998047,620.8170013427734,582.0557403564453,3.474038027594705,4.553702613017941,4.559190253642482,3.5600775809306695,3.461038349081825,4.519338934573074,4.554967914178867,3.5646470884750827,3.4679848482492672,4.532787902687314,4.571647011763582,3.580311715847149,3.4761934381801036,4.5628514838595535,4.568621430941853,3.561570570882842,3.463734969901523,4.5286848093363785,4.5642619765607915,3.5669569410425046,4.898669486548829,6.395217242325814,6.4046152640009355,5.0242690309076625,4.884663097184915,6.380838365755359,6.385387364413279,4.993862553921521,0.011749267578125,0.0767364501953125,0.087127685546875,0.017333984375,24,22,30,56,0,0,0,0,1,1,1,1,0.14200792278293847,0.3092813609188732,0.29950430876756323,0.13107865916865633,0.7132319429925928,1.1596949789515065,1.181227264810218,0.7491576150216588,64,64,64,64,0.13498626076290862,0.15062445098800742,0.17494377639909012,0.16758268981969152,applied,applied,applied,applied
