#Format: JPTC-DARK/1
#Tool: jptc-collect 0.1.0
#Decoder: LibRaw 0.22.2-Release
#Generated: 2026-08-20T12:01:34.274Z
#
# Every value below is as measured. No correction of any kind has been
# applied: not Sheppard, not the /sqrt(2) on a difference, nothing that can
# be recomputed from these numbers. The one irreversible step is the sigma
# clip, whose inputs are all recorded here.
#
#Camera: Panasonic DC-S1RM2
#ImageWidth: 8144
#ImageHeight: 5424
#ImagePixels: 44173056
#Firmware: 
#Lens: 1840mf
#ShutterType: 电子快门
#Compression: 12bit
#LongExposureNR: off (declared)
#Stabilisation: off (declared)
#
#AdcStep: 1
#LinearisationCurve: identity
#CfaPattern: RGBG
#CfaOrder: C00,C01,C10,C11 by position in the 2x2 cell, not by colour name
#RawSize: 8152x5432
#CropMosaic: 5900x3900
#PlanePerChannel: 2950x1950
#
#ClipSigma: 3.5
#ClipVarianceFactor: 0.9938883771107201
# StdDiff columns are the standard deviation of A-B itself. Not halved, not
# divided by sqrt(2). StdDiffClipped is the same after the sigma clip; the
# unclipped value is kept beside it so the clip can be judged.
#
# ShutterSec is what LibRaw resolved the shutter to, and which EXIF field it
# took depends on the camera: ExposureTime normally, ShutterSpeedValue when
# that is missing, and for some vendors a maker-note field instead. It is also
# a float, so a stored 10/2500 comes back as 0.004000000189989805 -- that tail
# is float32 rounding, not information from the camera.
# ExposureTimeExif (0x829A) and ShutterApexExif (0x9201, APEX, t = 2^-v) are
# therefore recorded verbatim as the fractions the file holds, empty when the
# camera wrote no such field. Which of them to trust is an analysis decision.
ISO,ShutterSec,ExposureTimeExif,ShutterApexExif,Channel,ColorIndex,N,FileA,FileB,BlackA,BlackB,StdA,StdB,StdAMasked,StdDiff,StdDiffClipped,DiffMean,Rejected,WithinRowVarSingle,WithinColVarSingle,WithinRowVarDiff,WithinColVarDiff
80,0.004999999888241291,10/2000,,C00,0,5752500,P1030140.RW2,P1030141.RW2,127.50673724467623,127.50639878313777,0.9033553473228889,0.9036529549592228,0.8980430972121493,1.2722340167041213,1.2586409283783657,0.00033846153846153846,7339,0.8105190936291539,0.8123407110843653,1.6080728280556003,1.617722896577855
80,0.004999999888241291,10/2000,,C01,1,5752500,P1030140.RW2,P1030141.RW2,127.30500008691872,127.3066684050413,0.918985063336984,0.9190691249512217,0.9152488658242004,1.2865851256093201,1.2775483436106285,-0.0016683181225554107,4805,0.8284491002438169,0.8426611599416084,1.645600382737057,1.6544261220650998
80,0.004999999888241291,10/2000,,C10,3,5752500,P1030140.RW2,P1030141.RW2,127.43803650586702,127.43984111255976,0.8816687586926801,0.8815563409317793,0.8770982858714141,1.241908486924395,1.2307204852766513,-0.001804606692742286,5813,0.7714328972370165,0.7757597185616046,1.5326464320450208,1.541511703852285
80,0.004999999888241291,10/2000,,C11,2,5752500,P1030140.RW2,P1030141.RW2,127.50928813559322,127.50896010430247,0.8158405013979335,0.8160518934576605,0.804154582256623,1.1487286550619709,1.1191351723080996,0.00032803129074315514,23325,0.6612510581250612,0.6626766584873923,1.3112772511877648,1.3188703751991886
100,0.004999999888241291,10/2000,,C00,0,5752500,P1030142.RW2,P1030143.RW2,127.11077548891787,127.11427605388961,1.0918336240918556,1.0912513060486608,1.0880387967982954,1.531269373432449,1.5229773030841822,-0.0035005649717514123,3205,1.176549634926596,1.1868313513633995,2.3322668268917734,2.343587346504865
100,0.004999999888241291,10/2000,,C01,1,5752500,P1030142.RW2,P1030143.RW2,127.31307136027814,127.33295297696654,1.0342990870608926,1.0327331310795924,1.0306661803197334,1.45160836434677,1.4435660881069274,-0.019881616688396348,2935,1.0557222007233424,1.0676451038678842,2.096493719193569,2.1053052899631206
100,0.004999999888241291,10/2000,,C10,3,5752500,P1030142.RW2,P1030143.RW2,127.30861329856585,127.33780095610604,1.03393027831182,1.0333436443662807,1.0302554275695293,1.4513652515631499,1.4432661402452742,-0.02918765754019991,2961,1.0550059468322577,1.0668518472459028,2.095405847361868,2.104258109406163
100,0.004999999888241291,10/2000,,C11,2,5752500,P1030142.RW2,P1030143.RW2,127.12007805302042,127.12346527596696,1.005101478153684,1.004490376496775,0.9983338382282461,1.4102619486773527,1.3939576878126025,-0.0033872229465449805,9583,0.9975858468609843,1.0064976938900587,1.978354451933208,1.9877885233399077
125,0.004999999888241291,10/2000,,C00,0,5752500,P1030144.RW2,P1030145.RW2,127.44004676227728,127.43234437201217,1.2051619902705302,1.2054583687002234,1.1941986265032334,1.6948638619819623,1.66926089906202,0.007702390265102129,11610,1.4396841655580859,1.4480220318033392,2.8571051957660263,2.871068123513739
125,0.004999999888241291,10/2000,,C01,1,5752500,P1030144.RW2,P1030145.RW2,127.35468926553672,127.38073863537592,1.1818612560531885,1.180282084927277,1.1726203718977797,1.6617189117315538,1.6404860065546996,-0.026049369839200347,9294,1.3849825955700934,1.3940824588640388,2.747792141839583,2.7588412548390275
125,0.004999999888241291,10/2000,,C10,3,5752500,P1030144.RW2,P1030145.RW2,127.34628039982616,127.38141920903955,1.181146582865242,1.1802145641639303,1.1719879068702526,1.6608793710868632,1.639732026583286,-0.03513880921338548,9308,1.3833516903336072,1.3923656290353177,2.744607678253374,2.7560239271665576
125,0.004999999888241291,10/2000,,C11,2,5752500,P1030144.RW2,P1030145.RW2,127.41894967405476,127.43178079096045,1.0921980140314724,1.0924895405276587,1.0851968627669955,1.5364255962374032,1.520873853203388,-0.012831116905693177,6068,1.1833844180938289,1.1893173178216823,2.3481091117642268,2.3588530661585203
160,0.004999999888241291,10/2000,,C00,0,5752500,P1030149.RW2,P1030150.RW2,127.30792107779226,127.30050621468926,1.4190391300153717,1.419651997304655,1.406195221283552,1.9972386724681193,1.9693578778154852,0.007414863102998696,9991,2.00109506817228,2.0072630029752965,3.9680734125619748,3.9870161773142136
160,0.004999999888241291,10/2000,,C01,1,5752500,P1030149.RW2,P1030150.RW2,127.51856027813994,127.24075184702303,1.3689707989514124,1.3947671306637999,1.3603728179914236,1.946078555260663,1.9283258395916074,0.2778084311169057,5121,1.8625672299884308,1.871043964207311,3.7694251686002387,3.7849743562107854
160,0.004999999888241291,10/2000,,C10,3,5752500,P1030149.RW2,P1030150.RW2,127.51714906562364,127.24222372881356,1.368953902791248,1.3940470280949935,1.3602139785711946,1.9455042801351123,1.9271052514155436,0.2749253368100826,5186,1.8627690750815782,1.8706284022777124,3.767601524466152,3.7826322652135738
160,0.004999999888241291,10/2000,,C11,2,5752500,P1030149.RW2,P1030150.RW2,127.34515393307258,127.33703746197305,1.2846353220792108,1.2821604646040972,1.2762299082124495,1.8058008947716955,1.788166773760541,0.008116471099521946,5461,1.640827238974945,1.6440503467165917,3.2447528497410816,3.2591744016759696
200,0.004999999888241291,10/2000,,C00,0,5752500,P1030152.RW2,P1030153.RW2,127.45962398956975,127.46729248152977,1.6492991606243494,1.6516750776395237,1.637178144118507,2.3227295948985627,2.2982436825617016,-0.007668491960017384,5160,2.707355846463225,2.7112834538383592,5.370766324030075,5.392334267419964
