#Format: JPTC-DARK/1
#Tool: jptc-collect 0.1.5
#Decoder: LibRaw 0.22.2-Release
#Generated: 2026-08-20T17:18:24.964Z
#
# Every value below is as measured. No correction of any kind has been
# applied: not Sheppard, not the /sqrt(2) on a difference, nothing that can
# be recomputed from these numbers. The one irreversible step is the sigma
# clip, whose inputs are all recorded here.
#
#Camera: Sony ILCE-7RM6
#ImageWidth: 9984
#ImageHeight: 6656
#ImagePixels: 66453504
#Firmware: 1.0.1
#Lens: SEL50F12GM
#ShutterType: 电子快门
#Compression: RAW HQ
#LongExposureNR: off (declared)
#Stabilisation: off (declared)
#
#AdcStep: 1
#LinearisationCurve: identity
#CfaPattern: RGBG
#CfaOrder: C00,C01,C10,C11 by position in the 2x2 cell, not by colour name
#RawSize: 10008x6672
#CropMosaic: 5900x3900
#PlanePerChannel: 2950x1950
#
#ClipSigma: 3.5
#ClipVarianceFactor: 0.9938883771107201
# StdDiff columns are the standard deviation of A-B itself. Not halved, not
# divided by sqrt(2). StdDiffClipped is the same after the sigma clip; the
# unclipped value is kept beside it so the clip can be judged.
#
# ShutterSec uses the standard ExposureTime in seconds when present, then
# ShutterSpeedValue converted from APEX, then LibRaw as a fallback. For
# example, Leica may store both 1/80 and an APEX value that converts to
# 1/80.56. These are camera records, not a measurement of shutter travel.
# ExposureTimeExif (0x829A) and ShutterApexExif (0x9201, APEX, t = 2^-v) are
# therefore recorded verbatim as the fractions the file holds, empty when the
# camera wrote no such field, so the selected value remains auditable.
ISO,ShutterSec,ExposureTimeExif,ShutterApexExif,Channel,ColorIndex,N,FileA,FileB,BlackA,BlackB,StdA,StdB,StdAMasked,StdDiff,StdDiffClipped,DiffMean,Rejected,WithinRowVarSingle,WithinColVarSingle,WithinRowVarDiff,WithinColVarDiff
100,0.005,1/200,7643856/1000000,C00,0,5752500,ATR07810.dng,ATR07811.dng,1024.5592625814863,1024.5270025206432,4.934764352979806,4.940611209445788,4.7545054969726355,6.954456194354978,6.615122304714581,0.03226006084311169,25018,24.262793990998773,24.32926987980696,48.25514218130672,48.33246388214713
100,0.005,1/200,7643856/1000000,C01,1,5752500,ATR07810.dng,ATR07811.dng,1024.121062668405,1024.121087527162,4.757464036850131,4.787747847709893,4.5496296207172735,6.69006413644877,6.3052274459483515,-0.00002485875706214689,27803,22.58302966409593,22.61327392718879,44.65642664786868,44.732238445179874
100,0.005,1/200,7643856/1000000,C10,3,5752500,ATR07810.dng,ATR07811.dng,1024.050770621469,1024.0287730551934,4.551512888956809,4.581740673473745,4.3122239812616305,6.407646703900717,5.961795415491036,0.021997566275532378,35730,20.665933331388693,20.69777856191844,40.96137367546907,41.0328836405131
100,0.005,1/200,7643856/1000000,C11,2,5752500,ATR07810.dng,ATR07811.dng,1024.4895700999566,1024.4818242503259,4.799046954846488,4.800758336173787,4.63520607243687,6.765841868606209,6.452996795096512,0.007745849630595394,24877,22.931129003012725,23.007914829093256,45.670907789951386,45.745953437413064
125,0.005,1/200,7643856/1000000,C00,0,5752500,ATR07812.dng,ATR07813.dng,1024.4174798783138,1024.6698736201652,6.018799278022246,6.041119612901288,5.759988744026184,8.498225128580247,8.006771585945058,-0.252393741851369,30013,36.132233500305645,36.1956342838676,72.07028723069558,72.17724188065395
125,0.005,1/200,7643856/1000000,C01,1,5752500,ATR07812.dng,ATR07813.dng,1024.2428770099957,1024.1886498044328,5.871075970171003,5.871908273397991,5.594002018268586,8.255720357973535,7.731846615258456,0.05422720556279878,31161,34.38781589009934,34.438700620778015,67.98815796863568,68.1185409258403
125,0.005,1/200,7643856/1000000,C10,3,5752500,ATR07812.dng,ATR07813.dng,1024.212981312473,1024.0846591916559,5.699139883434997,5.711558512300052,5.410183709816974,8.02204322332508,7.47280285069452,0.12832212081703606,33230,32.404271177660384,32.45110458329153,64.19055349535567,64.31604964378916
125,0.005,1/200,7643856/1000000,C11,2,5752500,ATR07812.dng,ATR07813.dng,1024.479901781834,1024.5125100391135,5.839151460344233,5.861686634598899,5.612027162242521,8.257173600713607,7.822131859302869,-0.03260825727944372,27187,33.996363026539726,34.064379890036655,68.04179044212165,68.13714009142053
160,0.005,1/200,7643856/1000000,C00,0,5752500,ATR07814.dng,ATR07815.dng,1024.308569317688,1024.440314993481,7.367021135353041,7.413501148160827,7.025045931757258,10.413792426684795,9.764926501818264,-0.13174567579313343,31210,54.1579762337082,54.2285613549515,108.24198716048298,108.38354791535444
160,0.005,1/200,7643856/1000000,C01,1,5752500,ATR07814.dng,ATR07815.dng,1024.2825658409388,1024.1352283355063,7.180233939336218,7.209685753365505,6.801213218610383,10.139051440626307,9.427352311750255,0.1473375054324207,35174,51.445905543558716,51.51178408994988,102.57578426871144,102.74281079477127
